run_id,round,n_presented,challenger_id,pool_before,pool_after,presentation_order,ranking,discarded_id,discarded_position,discarded_was_challenger,top_id,top_changed,sel_prompt_tokens,sel_completion_tokens,sel_reasoning_tokens,latency_seconds,cached,parse_status,parse_retries,raw_response
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s2,8,3,c009,c004;c008,c004;c008,c009;c004;c008,c008;c004;c009,c009,1,true,c008,false,1269,17,0,0.641,false,ok,0,"RANKING: 3, 2, 1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,7,4,c009,c001;c003;c007,c001;c003;c007,c001;c009;c007;c003,c003;c001;c007;c009,c009,2,true,c001,false,1524,20,0,1.844,false,ok,0,"RANKING: 4, 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s3,10,2,c010,c000,c000,c000;c010,c000;c010,c010,2,true,c000,false,929,14,0,0.783,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,6,4,c008,c000;c001;c004,c000;c004;c008,c004;c008;c001;c000,c008;c004;c000;c001,c001,3,false,c008,true,1559,17,0,0.913,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,8,6,c012,c002;c004;c006;c008;c009,c002;c004;c006;c008;c012,c002;c004;c009;c012;c006;c008,c008;c012;c002;c004;c006;c009,c009,3,false,c004,false,2081,26,0,0.91,false,ok,0,"RANKING: 6, 4, 1, 2, 5, 3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s3,9,3,c010,c000;c001,c000;c001,c001;c000;c010,c000;c001;c010,c010,3,true,c000,false,1220,15,0,0.706,false,ok,0,"RANKING: 2,1,3 DISCARD: 3"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s4,10,2,c010,c000,c000,c010;c000,c000;c010,c010,1,true,c000,false,958,13,0,0.715,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,5,6,c009,c002;c003;c005;c007;c008,c002;c003;c005;c008;c009,c008;c009;c003;c007;c002;c005,c008;c003;c009;c002;c005;c007,c007,4,false,c005,false,2050,26,0,0.953,false,ok,0,"RANKING: 1, 3, 2, 5, 6, 4 DISCARD: 4"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,7,3,c008,c004;c006,c004;c008,c008;c006;c004,c008;c004;c006,c006,2,false,c008,true,1210,17,0,1.148,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s3,9,2,c009,c006,c009,c006;c009,c009;c006,c006,1,false,c009,true,877,13,0,0.744,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s0,9,2,c009,c006,c006,c006;c009,c006;c009,c009,2,true,c006,false,1010,14,0,0.602,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s0,8,4,c010,c004;c008;c009,c004;c008;c009,c009;c010;c004;c008,c004;c009;c008;c010,c010,2,true,c004,false,1462,17,0,1.042,false,ok,0,"RANKING: 3,1,4,2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,8,4,c010,c001;c003;c007,c003;c007;c010,c007;c001;c003;c010,c007;c010;c003;c001,c001,2,false,c007,true,1488,20,0,0.71,false,ok,0,"RANKING: 1, 4, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,7,6,c011,c001;c003;c005;c007;c009,c001;c003;c007;c009;c011,c007;c005;c001;c011;c009;c003,c001;c007;c011;c003;c009;c005,c005,2,false,c003,false,2073,26,0,1.131,false,ok,0,"RANKING: 3, 1, 4, 6, 5, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,8,3,c009,c000;c001,c000;c001,c001;c000;c009,c001;c000;c009,c009,3,true,c001,false,1266,15,0,1.15,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s1,8,2,c008,c000,c008,c000;c008,c008;c000,c000,1,false,c008,true,943,13,0,0.846,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,7,3,c008,c002;c005,c002;c005,c008;c002;c005,c002;c005;c008,c008,1,true,c005,false,1298,15,0,0.801,false,ok,0,"RANKING: 2,3,1 DISCARD: 1"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s1,10,3,c011,c009;c010,c009;c010,c010;c011;c009,c009;c010;c011,c011,2,true,c009,false,1195,17,0,0.872,false,ok,0,"RANKING: 3, 1, 2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s0,10,3,c011,c005;c009,c005;c011,c011;c005;c009,c005;c011;c009,c009,3,false,c005,false,1224,17,0,0.691,false,ok,0,"RANKING: 2, 1, 3 DISCARD: 3"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s4,8,2,c008,c000,c000,c000;c008,c000;c008,c008,2,true,c000,false,927,13,0,0.658,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,5,6,c009,c003;c004;c005;c007;c008,c003;c004;c005;c007;c008,c004;c008;c007;c003;c009;c005,c004;c008;c005;c007;c003;c009,c009,5,true,c004,true,2092,26,0,0.908,false,ok,0,"RANKING: 1, 2, 6, 3, 4, 5 DISCARD: 5"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,7,4,c009,c001;c004;c005,c001;c004;c009,c005;c009;c001;c004,c001;c009;c004;c005,c005,1,false,c001,false,1545,20,0,1.037,false,ok,0,"RANKING: 3, 2, 4, 1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s4,9,4,c011,c005;c008;c010,c005;c008;c010,c005;c010;c011;c008,c005;c008;c010;c011,c011,3,true,c008,false,1544,20,0,0.807,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s2,8,2,c008,c004,c008,c004;c008,c008;c004,c004,1,false,c008,true,912,13,0,0.655,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s4,10,3,c011,c001;c009,c001;c009,c001;c011;c009,c001;c009;c011,c011,2,true,c001,false,1243,15,0,0.709,false,ok,0,"RANKING: 1,3,2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s4,9,3,c010,c000;c008,c000;c008,c008;c000;c010,c000;c008;c010,c010,3,true,c000,false,1258,15,0,0.754,false,ok,0,"RANKING: 2,1,3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s2,9,3,c010,c004;c008,c004;c008,c010;c008;c004,c004;c008;c010,c010,1,true,c008,false,1268,15,0,0.625,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,7,4,c009,c000;c004;c008,c000;c004;c008,c008;c009;c000;c004,c008;c004;c000;c009,c009,2,true,c008,false,1546,17,0,0.713,false,ok,0,"RANKING: 1,4,3,2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s3,10,3,c011,c000;c001,c000;c001,c001;c011;c000,c000;c001;c011,c011,2,true,c000,false,1255,15,0,0.778,false,ok,0,"RANKING: 3,1,2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,8,3,c009,c004;c008,c004;c008,c008;c004;c009,c008;c004;c009,c009,3,true,c008,false,1284,17,0,0.824,false,ok,0,"RANKING: 1, 2, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,8,6,c012,c001;c003;c007;c009;c011,c001;c003;c007;c009;c011,c007;c001;c003;c012;c009;c011,c001;c003;c007;c011;c009;c012,c012,4,true,c003,false,2071,26,0,0.77,false,ok,0,"RANKING: 2, 3, 1, 6, 5, 4 DISCARD: 4"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s2,9,2,c009,c006,c006,c006;c009,c006;c009,c009,2,true,c006,false,955,14,0,0.634,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s0,9,4,c011,c004;c008;c009,c004;c009;c011,c004;c008;c011;c009,c011;c004;c009;c008,c008,2,false,c011,true,1507,20,0,0.725,false,ok,0,"RANKING: 3, 1, 4, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s3,10,2,c010,c009,c010,c009;c010,c010;c009,c009,1,false,c010,true,910,13,0,1.022,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,6,6,c010,c002;c003;c005;c008;c009,c002;c003;c005;c008;c009,c008;c005;c002;c003;c009;c010,c002;c005;c009;c003;c008;c010,c010,6,true,c005,false,2004,26,0,0.896,false,ok,0,"RANKING: 3, 2, 5, 4, 1, 6 DISCARD: 6"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s0,10,2,c010,c006,c006,c010;c006,c006;c010,c010,1,true,c006,false,987,14,0,0.693,false,ok,0,"RANKING: 2, 1 DISCARD: 1"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s1,9,2,c009,c008,c008,c008;c009,c008;c009,c009,2,true,c008,false,954,13,0,0.605,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,9,4,c011,c003;c007;c010,c003;c007;c010,c010;c007;c011;c003,c010;c007;c003;c011,c011,3,true,c010,true,1495,20,0,0.825,false,ok,0,"RANKING: 1, 2, 4, 3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,8,4,c010,c001;c004;c009,c001;c009;c010,c001;c004;c009;c010,c001;c010;c009;c004,c004,2,false,c001,false,1508,20,0,1.057,false,ok,0,"RANKING: 1, 4, 3, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s4,10,4,c012,c005;c008;c010,c008;c010;c012,c008;c012;c010;c005,c008;c012;c010;c005,c005,4,false,c008,false,1533,20,0,0.871,false,ok,0,"RANKING: 1, 2, 3, 4 DISCARD: 4"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,8,4,c010,c000;c004;c008,c000;c004;c008,c008;c000;c004;c010,c008;c004;c000;c010,c010,4,true,c008,false,1563,20,0,0.702,false,ok,0,"RANKING: 1, 3, 2, 4 DISCARD: 4"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,9,3,c010,c007;c009,c007;c010,c010;c009;c007,c007;c010;c009,c009,2,false,c007,false,1176,15,0,0.904,false,ok,0,"RANKING: 3,1,2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s2,9,2,c009,c008,c009,c008;c009,c009;c008,c008,1,false,c009,true,930,13,0,0.602,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,5,6,c009,c000;c003;c004;c005;c008,c000;c003;c004;c005;c008,c008;c005;c004;c003;c009;c000,c008;c005;c000;c003;c004;c009,c009,5,true,c000,false,2257,26,0,0.863,false,ok,0,"RANKING: 1, 2, 6, 4, 3, 5 DISCARD: 5"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,9,6,c013,c002;c004;c006;c008;c012,c002;c004;c006;c008;c012,c006;c002;c004;c008;c013;c012,c008;c012;c006;c004;c002;c013,c013,5,true,c004,false,2107,21,0,0.841,false,ok,0,"RANKING: 4,6,1,3,2,5 DISCARD: 5"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,6,6,c010,c003;c004;c005;c007;c008,c003;c004;c005;c007;c008,c004;c008;c005;c007;c003;c010,c004;c008;c003;c007;c005;c010,c010,6,true,c004,false,2082,26,0,0.891,false,ok,0,"RANKING: 1, 2, 5, 4, 3, 6 DISCARD: 6"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s4,9,2,c009,c000,c000,c009;c000,c000;c009,c009,1,true,c000,false,893,13,0,0.62,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,7,6,c011,c002;c003;c005;c008;c009,c002;c003;c005;c008;c009,c008;c003;c011;c002;c009;c005,c009;c008;c005;c002;c003;c011,c011,3,true,c005,false,2042,21,0,0.684,false,ok,0,"RANKING: 5,1,6,4,2,3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,9,6,c013,c001;c003;c007;c009;c011,c001;c007;c009;c011;c013,c011;c001;c007;c013;c003;c009,c013;c009;c001;c011;c007;c003,c003,5,false,c013,true,2103,26,0,0.987,false,ok,0,"RANKING: 4, 6, 2, 1, 3, 5 DISCARD: 5"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,9,3,c010,c000;c001,c000;c001,c001;c000;c010,c001;c000;c010,c010,3,true,c001,false,1231,15,0,0.964,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s4,10,3,c011,c000;c008,c000;c011,c008;c011;c000,c000;c011;c008,c008,1,false,c000,false,1215,15,0,1.084,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s0,10,4,c012,c004;c009;c011,c004;c011;c012,c011;c012;c009;c004,c011;c004;c012;c009,c009,3,false,c011,false,1536,17,0,0.781,false,ok,0,"RANKING: 1,4,2,3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,8,3,c009,c002;c005,c002;c005,c009;c005;c002,c002;c005;c009,c009,1,true,c005,false,1300,15,0,0.966,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,9,3,c010,c004;c008,c004;c010,c010;c008;c004,c010;c004;c008,c008,2,false,c010,true,1243,17,0,1.015,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,10,4,c012,c003;c007;c010,c003;c007;c010,c010;c007;c012;c003,c010;c003;c007;c012,c012,3,true,c010,false,1452,20,0,1.06,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,9,4,c011,c001;c009;c010,c001;c009;c010,c009;c011;c001;c010,c001;c009;c010;c011,c011,2,true,c001,false,1475,20,0,0.774,false,ok,0,"RANKING: 3, 1, 4, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,9,4,c011,c000;c004;c008,c000;c004;c008,c008;c011;c000;c004,c008;c004;c000;c011,c011,2,true,c008,false,1540,20,0,0.745,false,ok,0,"RANKING: 1, 4, 3, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s2,10,2,c010,c009,c009,c009;c010,c009;c010,c010,2,true,c009,false,906,13,0,0.706,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s1,10,2,c010,c008,c008,c008;c010,c008;c010,c010,2,true,c008,false,949,14,0,0.702,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s2,10,3,c011,c004;c008,c004;c008,c008;c004;c011,c008;c004;c011,c011,3,true,c008,false,1279,17,0,0.723,false,ok,0,"RANKING: 1, 2, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,6,6,c010,c000;c003;c004;c005;c008,c000;c003;c004;c005;c008,c000;c004;c003;c005;c010;c008,c000;c003;c005;c008;c004;c010,c010,5,true,c000,false,2091,26,0,1.018,false,ok,0,"RANKING: 1, 3, 4, 6, 2, 5 DISCARD: 5"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,10,3,c011,c007;c010,c007;c011,c011;c007;c010,c011;c007;c010,c010,3,false,c011,true,1180,17,0,0.708,false,ok,0,"RANKING: 1, 2, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,8,6,c012,c002;c003;c005;c008;c009,c002;c003;c005;c008;c009,c008;c003;c002;c012;c009;c005,c009;c008;c005;c002;c003;c012,c012,4,true,c009,true,2035,26,0,0.75,false,ok,0,"RANKING: 5, 1, 6, 3, 2, 4 DISCARD: 4"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s4,10,2,c010,c000,c000,c010;c000,c000;c010,c010,1,true,c000,false,843,14,0,0.691,false,ok,0,"RANKING: 2, 1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,7,6,c011,c003;c004;c005;c007;c008,c003;c004;c005;c008;c011,c004;c003;c008;c011;c005;c007,c004;c008;c003;c005;c011;c007,c007,6,false,c004,false,2090,26,0,0.927,false,ok,0,"RANKING: 1, 3, 2, 5, 4, 6 DISCARD: 6"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,10,6,c014,c001;c007;c009;c011;c013,c007;c009;c011;c013;c014,c007;c013;c009;c014;c011;c001,c009;c013;c014;c007;c011;c001,c001,6,false,c013,false,2097,26,0,0.861,false,ok,0,"RANKING: 3, 2, 4, 1, 5, 6 DISCARD: 6"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,10,3,c011,c000;c001,c000;c001,c000;c001;c011,c000;c001;c011,c011,3,true,c001,false,1263,15,0,0.673,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,9,3,c010,c002;c005,c002;c005,c010;c002;c005,c005;c002;c010,c010,1,true,c005,false,1320,15,0,0.812,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,10,4,c012,c001;c009;c010,c001;c009;c010,c012;c001;c010;c009,c001;c009;c010;c012,c012,1,true,c001,false,1520,20,0,0.704,false,ok,0,"RANKING: 2, 4, 3, 1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,10,6,c014,c002;c004;c006;c008;c012,c004;c006;c008;c012;c014,c014;c002;c006;c008;c012;c004,c004;c006;c012;c014;c008;c002,c002,2,false,c004,false,2111,26,0,0.715,false,ok,0,"RANKING: 6, 3, 5, 1, 4, 2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,1,4,c003,c000;c001;c002,c000;c001;c002,c001;c002;c000;c003,c000;c001;c002;c003,c003,4,true,c000,true,1572,20,0,0.733,false,ok,0,"RANKING: 3, 1, 2, 4 DISCARD: 4"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,10,3,c011,c004;c010,c004;c010,c010;c011;c004,c010;c004;c011,c011,2,true,c010,false,1229,17,0,0.701,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,9,6,c013,c002;c003;c005;c008;c009,c002;c003;c005;c009;c013,c009;c002;c003;c008;c005;c013,c009;c013;c005;c003;c002;c008,c008,4,false,c009,false,2038,26,0,0.889,false,ok,0,"RANKING: 1, 6, 5, 3, 2, 4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,1,4,c003,c000;c001;c002,c000;c001;c002,c002;c000;c003;c001,c000;c001;c002;c003,c003,3,true,c000,true,1574,17,0,0.826,false,ok,0,"RANKING: 2,4,1,3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,10,4,c012,c000;c004;c008,c000;c004;c008,c000;c008;c012;c004,c008;c000;c004;c012,c012,3,true,c008,false,1548,17,0,3.323,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,7,6,c011,c000;c003;c004;c005;c008,c000;c003;c004;c005;c008,c008;c003;c000;c005;c004;c011,c008;c000;c004;c003;c005;c011,c011,6,true,c000,false,2102,26,0,0.988,false,ok,0,"RANKING: 1, 3, 5, 2, 4, 6 DISCARD: 6"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,1,4,c003,c000;c001;c002,c000;c002;c003,c002;c001;c000;c003,c002;c000;c003;c001,c001,2,false,c002,true,1590,20,0,1.138,false,ok,0,"RANKING: 1, 3, 4, 2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,1,4,c003,c000;c001;c002,c000;c001;c003,c002;c000;c003;c001,c003;c000;c001;c002,c002,1,false,c003,true,1516,20,0,1.029,false,ok,0,"RANKING: 3, 2, 4, 1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,8,6,c012,c003;c004;c005;c008;c011,c003;c004;c005;c008;c011,c004;c005;c011;c003;c008;c012,c004;c003;c005;c008;c011;c012,c012,6,true,c004,false,2076,26,0,0.76,false,ok,0,"RANKING: 1, 4, 2, 5, 3, 6 DISCARD: 6"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,10,3,c011,c002;c005,c002;c005,c005;c011;c002,c002;c005;c011,c011,2,true,c005,false,1344,17,0,0.811,false,ok,0,"RANKING: 3, 1, 2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,2,4,c004,c000;c001;c002,c000;c001;c004,c000;c001;c002;c004,c000;c001;c004;c002,c002,3,false,c000,false,1605,20,0,0.823,false,ok,0,"RANKING: 1, 2, 4, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,8,6,c012,c000;c003;c004;c005;c008,c000;c003;c004;c005;c008,c012;c008;c004;c000;c003;c005,c008;c000;c005;c004;c003;c012,c012,1,true,c000,false,2085,21,0,0.946,false,ok,0,"RANKING: 2,4,6,3,5,1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,10,6,c014,c002;c003;c005;c009;c013,c002;c003;c005;c009;c014,c002;c009;c014;c003;c005;c013,c002;c005;c009;c003;c014;c013,c013,6,false,c009,false,2087,26,0,0.692,false,ok,0,"RANKING: 1, 5, 2, 4, 3, 6 DISCARD: 6"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s2,10,2,c010,c006,c006,c006;c010,c006;c010,c010,2,true,c006,false,963,13,0,0.7,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,1,4,c003,c000;c001;c002,c000;c001;c002,c002;c001;c003;c000,c000;c002;c001;c003,c003,3,true,c000,true,1590,20,0,0.778,false,ok,0,"RANKING: 4, 1, 2, 3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,2,4,c004,c000;c001;c002,c000;c001;c002,c000;c004;c002;c001,c000;c001;c002;c004,c004,2,true,c000,false,1587,17,0,0.93,false,ok,0,"RANKING: 1,4,3,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,2,4,c004,c000;c002;c003,c000;c002;c003,c000;c003;c004;c002,c003;c000;c002;c004,c004,3,true,c000,true,1614,20,0,0.832,false,ok,0,"RANKING: 2, 1, 4, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,9,6,c013,c003;c004;c005;c008;c011,c004;c005;c008;c011;c013,c004;c008;c011;c003;c013;c005,c004;c008;c011;c005;c013;c003,c003,4,false,c004,false,2109,26,0,1.557,false,ok,0,"RANKING: 1, 2, 3, 6, 5, 4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,3,4,c005,c000;c001;c004,c000;c001;c005,c005;c001;c004;c000,c000;c005;c001;c004,c004,3,false,c000,false,1638,20,0,0.758,false,ok,0,"RANKING: 4, 1, 2, 3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,2,4,c004,c000;c001;c002,c000;c002;c004,c001;c000;c004;c002,c004;c000;c002;c001,c001,1,false,c004,true,1595,20,0,1.246,false,ok,0,"RANKING: 3, 2, 4, 1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,9,6,c013,c000;c003;c004;c005;c008,c000;c003;c004;c005;c008,c004;c008;c003;c013;c005;c000,c004;c003;c008;c000;c005;c013,c013,4,true,c000,false,2109,26,0,0.886,false,ok,0,"RANKING: 1, 3, 2, 6, 5, 4 DISCARD: 4"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s0,2,4,c004,c000;c001;c003,c000;c001;c003,c004;c000;c003;c001,c003;c000;c001;c004,c004,1,true,c003,false,1466,17,0,0.775,false,ok,0,"RANKING: 3,2,4,1 DISCARD: 1"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s4,3,4,c005,c000;c001;c002,c000;c001;c002,c001;c000;c005;c002,c000;c001;c002;c005,c005,3,true,c000,false,1584,17,0,0.701,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s3,3,4,c005,c000;c002;c003,c000;c002;c003,c002;c000;c003;c005,c003;c000;c002;c005,c005,4,true,c003,true,1597,17,0,0.727,false,ok,0,"RANKING: 3,2,1,4 DISCARD: 4"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,10,6,c014,c004;c005;c008;c011;c013,c004;c005;c008;c011;c014,c008;c005;c014;c011;c004;c013,c008;c004;c011;c014;c005;c013,c013,6,false,c004,false,2119,26,0,0.786,false,ok,0,"RANKING: 1, 5, 4, 3, 2, 6 DISCARD: 6"
mars_boot__sighted__n5__qwen-qwen3-235b-a22b-2507__s2,1,6,c005,c000;c001;c002;c003;c004,c000;c001;c002;c003;c005,c001;c005;c000;c004;c003;c002,c000;c002;c003;c005;c001;c004,c004,4,false,c000,true,2298,21,0,0.877,false,ok,0,"RANKING: 3,6,5,2,1,4 DISCARD: 4"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,10,6,c014,c000;c003;c004;c005;c008,c000;c003;c004;c005;c008,c004;c005;c000;c003;c014;c008,c004;c003;c000;c005;c008;c014,c014,5,true,c000,false,2083,26,0,0.94,false,ok,0,"RANKING: 1, 4, 3, 2, 6, 5 DISCARD: 5"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s2,3,4,c005,c000;c002;c004,c000;c002;c004,c000;c005;c004;c002,c000;c004;c002;c005,c005,2,true,c000,true,1578,17,0,0.8,false,ok,0,"RANKING: 1,3,4,2 DISCARD: 2"
mars_boot__sighted__n3__qwen-qwen3-235b-a22b-2507__s1,4,4,c006,c000;c001;c005,c000;c001;c005,c000;c001;c005;c006,c000;c005;c001;c006,c006,4,true,c000,false,1623,17,0,0.653,false,ok,0,"RANKING: 1,3,2,4 DISCARD: 4"
